Institution,Professor Name (Original),Author ID,Paper Type,Paper Title,Year,Citation Count,Semantic Scholar URL,Final Link
NU,Ping Guo,144264373,Most Cited,Modeling relations of tomato yield and fruit quality with water deficit at different growth stages under greenhouse condition,2014,107,https://www.semanticscholar.org/paper/939c37525e8c355bb5d2f1a8c0e27d300d31edc7,https://doi.org/10.1016/J.AGWAT.2014.07.026
NU,Ping Guo,144264373,Most Cited,Cluster number selection for a small set of samples using the Bayesian Ying-Yang model,2002,85,https://www.semanticscholar.org/paper/021c8f3cd60c7fa7c9d63665f1351c73547183eb,https://doi.org/10.1109/TNN.2002.1000144
NU,Ping Guo,144264373,Most Cited,Regularization parameter estimation for feedforward neural networks,2003,83,https://www.semanticscholar.org/paper/d1985408de9675a0fd0d947e36404d8a9a5e675e,http://www.cse.cuhk.edu.hk/~lyu/paper_pdf/tsmc-guo.pdf
NU,Ping Guo,144264373,Most Cited,Synthesis of PDA-Mediated Magnetic Bimetallic Nanozyme and Its Application in Immunochromatographic Assay.,2020,79,https://www.semanticscholar.org/paper/2483d68af96c144b0bdff7e7def5cfee409f0a31,https://doi.org/10.1021/acsami.0c17957.s001
NU,Ping Guo,144264373,Most Cited,Lithiophilic V2O5 nanobelt arrays decorated 3D framework hosts for highly stable composite lithium metal anodes,2020,78,https://www.semanticscholar.org/paper/5c32cb26d3d72f1bbd73385057f0fd6ceda29b96,http://manuscript.elsevier.com/S1385894719327251/pdf/S1385894719327251.pdf
NU,Ping Guo,144264373,Most Cited,A novel strategy to fabricate thin 316L stainless steel rods by continuous directed energy deposition in Z direction,2019,78,https://www.semanticscholar.org/paper/abfaefdd53f821ab4ff7f9b6bceb197391c6da80,https://doi.org/10.1016/J.ADDMA.2019.03.024
NU,Ping Guo,144264373,Most Recent,"Application, interpretability and prediction of machine learning method combined with LSTM and LightGBM-a case study for runoff simulation in an arid area",2023,69,https://www.semanticscholar.org/paper/12616feabcf2b58a88521671f01e7c80bdf37084,https://doi.org/10.1016/j.jhydrol.2023.130091
NU,Ping Guo,144264373,Most Recent,3% diquafosol sodium eye drops in Chinese patients with dry eye: a phase IV study,2023,7,https://www.semanticscholar.org/paper/13851e86f2f17b39c48229d0c56ff5ade91a6692,https://www.frontiersin.org/articles/10.3389/fmed.2023.1089613/pdf
NU,Ping Guo,144264373,Most Recent,Mouse Abdominal Aortic Aneurysm Model Induced by Periarterial Incubation of Papain.,2023,7,https://www.semanticscholar.org/paper/1ae5643fe7b81deab7b7beb608dc557895ecadc1,https://doi.org/10.1016/j.labinv.2022.100035
NU,Ping Guo,144264373,Most Recent,Research on the Influence of Depressurization on the Decomposition of Nondiagenetic Hydrate in the Process of Solid Fluidized Mining,2023,1,https://www.semanticscholar.org/paper/1ce415aaa225340262aa9dcd48eb6103f2b7edd3,https://doi.org/10.1021/acs.energyfuels.3c02545
NU,Ping Guo,144264373,Most Recent,An integrated distributed robust optimization framework for agricultural water-food-energy management integrating ecological impact and dynamic water cycle processes,2023,10,https://www.semanticscholar.org/paper/2489690d95f68a0d84d5a62642975d649cab94a0,https://doi.org/10.1016/j.jhydrol.2023.129859
NU,Ping Guo,144264373,Most Recent,Anti-inflammatory constituents isolated from the flowers of Hosta plantaginea via suppression of the NF-κB signaling pathway in LPS-stimulated RAW 264.7 macrophages,2023,10,https://www.semanticscholar.org/paper/29a08d146654a8ac03850657d92fc05d05b9f01b,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d2ra07623c
NU,Ping Guo,144264373,Most Recent,Flexible strain sensor with self-healing function for human motion monitoring,2023,3,https://www.semanticscholar.org/paper/349c000f1d82746e6ac5bc810582a4b84d1015ca,https://doi.org/10.1142/s1793604723500108
NU,Ping Guo,144264373,Most Recent,Gas channeling control with an in-situ smart surfactant gel during water-alternating-CO2 enhanced oil recovery,2023,37,https://www.semanticscholar.org/paper/3b66ae2ca1b2f6c7c213e4480f1b9f6ffac4d246,https://doi.org/10.1016/j.petsci.2023.03.003
NU,Ping Guo,144264373,Most Recent,Insight into the plant-associated bacterial interactions: Role for plant arsenic extraction and carbon fixation.,2023,4,https://www.semanticscholar.org/paper/41c4d415073ea8d84bd0010d0f65431c9488f4df,https://doi.org/10.1016/j.scitotenv.2023.164960
NU,Ping Guo,144264373,Most Recent,An inexact bi-level multi-objective modeling approach for managing agricultural water-food-carbon-land-ecology-nutrition nexus in an arid area,2023,13,https://www.semanticscholar.org/paper/46261155770df3bab20a202959718c95ea908a8d,https://doi.org/10.1016/j.jhydrol.2023.129556
NU,Q. Jane Wang,25710262,Most Cited,Contact mechanics and friction,2005,354,https://www.semanticscholar.org/paper/864e6208f975df5cdc62a27bb315be44ed9a7680,https://www.semanticscholar.org/paper/864e6208f975df5cdc62a27bb315be44ed9a7680
NU,Q. Jane Wang,25710262,Most Cited,A review of recent works on inclusions,2013,251,https://www.semanticscholar.org/paper/1d80fb8c6ab7bce0527b3ed7462adab0903cf244,https://doi.org/10.1016/J.MECHMAT.2013.01.005
NU,Q. Jane Wang,25710262,Most Cited,A Three-Dimensional Deterministic Model for Rough Surface Line-Contact EHL Problems,2007,142,https://www.semanticscholar.org/paper/87a62967f602e92822ada8c4ab37eb9d98ac7a10,https://doi.org/10.1115/1.2991291
NU,Q. Jane Wang,25710262,Most Cited,Effects of Differential Scheme and Mesh Density on EHL Film Thickness in Point Contacts,2006,137,https://www.semanticscholar.org/paper/d84d2e458e9dbdde7aae4b9960d504599a2df2a3,https://doi.org/10.1115/1.2194916
NU,Q. Jane Wang,25710262,Most Cited,A Quantitative Solution for the Full Shear-Thinning EHL Point Contact Problem Including Traction,2007,135,https://www.semanticscholar.org/paper/2e8102aa4d7082881bb37c4386291d6109917e5e,https://doi.org/10.1007/S11249-007-9262-5
NU,Q. Jane Wang,25710262,Most Cited,Fast Fourier Transform Based Numerical Methods for Elasto-Plastic Contacts of Nominally Flat Surfaces,2008,131,https://www.semanticscholar.org/paper/74b744723c60130eee882291e8dddefa1aef76fe,https://doi.org/10.1115/1.2755158
NU,Q. Jane Wang,25710262,Most Cited,Rethinking How External Pressure Can Suppress Dendrites in Lithium Metal Batteries,2019,128,https://www.semanticscholar.org/paper/1f7874917ede861791a71a796f13412b4c50fd5b,https://escholarship.org/content/qt25q4d8zh/qt25q4d8zh.pdf?t=q1loz4
NU,Q. Jane Wang,25710262,Most Cited,Elastohydrodynamic Lubrication: A Gateway to Interfacial Mechanics—Review and Prospect,2011,124,https://www.semanticscholar.org/paper/46758dfd111da12b6f7a393f3cdcd78f80b67b95,https://doi.org/10.1115/1.4004457
NU,Q. Jane Wang,25710262,Most Cited,Study on effect of dimples on friction of parallel surfaces under different sliding conditions,2010,117,https://www.semanticscholar.org/paper/f0595942e259c9173339c2bd712e0833a1401820,https://doi.org/10.1016/J.APSUSC.2009.11.041
NU,Q. Jane Wang,25710262,Most Cited,Semi‐analytic solution for multiple interacting three‐dimensional inhomogeneous inclusions of arbitrary shape in an infinite space,2011,112,https://www.semanticscholar.org/paper/10765986affb2b9bfb815af5df02e58ba246234d,https://doi.org/10.1002/nme.3117
NU,Q. Jane Wang,25710262,Most Recent,Formation of Wear-Protective Tribofilms on Different Steel Surfaces During Lubricated Sliding,2023,9,https://www.semanticscholar.org/paper/2f52f34d3fc55a6f0520b2674698c499efb151fa,https://www.researchsquare.com/article/rs-2645494/latest.pdf
NU,Q. Jane Wang,25710262,Most Recent,Temperature and Pressure Effects on Unrecoverable Voids in Li Metal Solid-State Batteries.,2023,36,https://www.semanticscholar.org/paper/7380bd6a271f6ee70559b98fbf61cdd356daac84,https://doi.org/10.1021/acsami.3c05886
NU,Q. Jane Wang,25710262,Most Recent,Molecular Dynamics Modeling of Thermal Conductivity of Several Hydrocarbon Base Oils,2023,7,https://www.semanticscholar.org/paper/9f3df981d68e7ac05888c1eb349614880b407b0e,https://doi.org/10.1007/s11249-023-01738-z
NU,Q. Jane Wang,25710262,Most Recent,Laplace-Fourier transform solution to the electrochemical kinetics of a symmetric lithium cell affected by interface conformity,2022,15,https://www.semanticscholar.org/paper/41f43b7136a3ad11a13822b0f34d1f63e31fcad0,https://doi.org/10.1016/j.jpowsour.2022.231305
NU,Q. Jane Wang,25710262,Most Recent,A Unified Analogy-Based Computation Methodology From Elasticity to Electromagnetic-Chemical-Thermal Fields and a Concept of Multifield Sensing,2022,1,https://www.semanticscholar.org/paper/66304ffd578793f650b8c5eccc2775a89f91f4e8,https://doi.org/10.1115/1.4053910
NU,Q. Jane Wang,25710262,Most Recent,Lubrication–Contact Interface Conditions and Novel Mixed/Boundary Lubrication Modeling Methodology,2021,12,https://www.semanticscholar.org/paper/22cdfd9d802d25d5465b550565ee466d41322054,https://link.springer.com/content/pdf/10.1007/s11249-021-01515-w.pdf
NU,Q. Jane Wang,25710262,Most Recent,Pressure-Driven and Creep-Enabled Interface Evolution in Sodium Metal Batteries.,2021,24,https://www.semanticscholar.org/paper/5910ae1118228d860c34b7b2a1adfb09d8284b38,https://doi.org/10.1021/acsami.0c22006
NU,Q. Jane Wang,25710262,Most Recent,Analytical and numerical evaluation of the interaction energy between screw dislocation and inhomogeneous inclusion,2021,10,https://www.semanticscholar.org/paper/616e42ca552fd890352845b69cdd641323110258,https://doi.org/10.1016/J.MECHMAT.2021.103788
NU,Q. Jane Wang,25710262,Most Recent,An LT-FFT based model for diffusion-affected contacts,2021,5,https://www.semanticscholar.org/paper/6e776b2c0d01d213a2333e952c7d23075174641b,https://doi.org/10.1016/J.TRIBOINT.2021.106890
NU,Q. Jane Wang,25710262,Most Recent,A Novel Method for Fluid Pour-Point Prediction by Molecular Dynamics Simulations,2021,3,https://www.semanticscholar.org/paper/afaae3c26472db0232020897f47a3156bc74b6ac,https://doi.org/10.1080/10402004.2021.1910391
NU,Richard M. Lueptow,2032380,Most Cited,Photoreactive TiO2/carbon nanotube composites: synthesis and reactivity.,2008,547,https://www.semanticscholar.org/paper/b61d9312c792bedb94b5fa5eeca637f6f438ad2a,https://doi.org/10.1021/ES800191N
NU,Richard M. Lueptow,2032380,Most Cited,Removal of organic contaminants by RO and NF membranes.,2005,200,https://www.semanticscholar.org/paper/c35634f60ed354e57d91635c1d36364849064758,https://doi.org/10.1016/J.MEMSCI.2005.03.038
NU,Richard M. Lueptow,2032380,Most Cited,Regimes of segregation and mixing in combined size and density granular systems: an experimental study,2005,168,https://www.semanticscholar.org/paper/072dbc144cc67ca70f70c4a689af9dfa0acca58d,https://doi.org/10.1007/S10035-005-0198-X
NU,Richard M. Lueptow,2032380,Most Cited,An experimental study of the flowing granular layer in a rotating tumbler,2002,166,https://www.semanticscholar.org/paper/ba73badbdb22685c9f392804acb1456229c0489f,https://doi.org/10.1063/1.1431244
NU,Richard M. Lueptow,2032380,Most Cited,Spatio-temporal character of non-wavy and wavy Taylor–Couette flow,1998,165,https://www.semanticscholar.org/paper/9c448a58fdc7be05d7f7eb5a1b76aab8dbe36f4c,https://doi.org/10.1017/S0022112098008969
NU,Richard M. Lueptow,2032380,Most Cited,Stability of axial flow in an annulus with a rotating inner cylinder,1992,150,https://www.semanticscholar.org/paper/a9875ea25f9e82992fb35a913da1e279b7e82a62,https://doi.org/10.1063/1.858485
NU,Richard M. Lueptow,2032380,Most Cited,Dynamics of water and solute transport in polymeric reverse osmosis membranes via molecular dynamics simulations,2016,149,https://www.semanticscholar.org/paper/0f95c5d3d1dd5c318ea2da90480af0d6b83243c9,https://www.sciencedirect.com/science/article/am/pii/S0376738816300527
NU,Richard M. Lueptow,2032380,Most Cited,Velocity field for Taylor–Couette flow with an axial flow,1999,148,https://www.semanticscholar.org/paper/966b24adbc509e5830dad7999d93aade7bc89bb9,https://doi.org/10.1063/1.870228
NU,Richard M. Lueptow,2032380,Most Cited,A dynamical systems approach to mixing and segregation of granular materials in tumblers,2007,146,https://www.semanticscholar.org/paper/119b8d7eaa46e898c590ba12335e9adc0e09f9b3,https://doi.org/10.1080/00018730701611677
NU,Richard M. Lueptow,2032380,Most Cited,"Modelling size segregation of granular materials: the roles of segregation, advection and diffusion",2014,135,https://www.semanticscholar.org/paper/b56cc449e0bb6ebef5228bb00c4a0246387c014b,http://arxiv.org/pdf/1401.7387
NU,Richard M. Lueptow,2032380,Most Recent,Membrane Charge Effects on Solute Transport in Polyamide Membranes,2025,0,https://www.semanticscholar.org/paper/17f3e634941fad2b1c7afe2e1d88297a8eba75a2,https://www.semanticscholar.org/paper/17f3e634941fad2b1c7afe2e1d88297a8eba75a2
NU,Richard M. Lueptow,2032380,Most Recent,Membrane Charge Effects on Solute Transport in Nanofiltration: Experiments and Molecular Dynamics Simulations,2025,1,https://www.semanticscholar.org/paper/4790d8d90b01bd6cc9828159e6cb12e715410ec6,https://doi.org/10.3390/membranes15060184
NU,Richard M. Lueptow,2032380,Most Recent,Diffusion in Granular Mixtures,2025,0,https://www.semanticscholar.org/paper/4d92a013e1a15cf80164dcf6667f0f536d00a8ec,https://doi.org/10.62721/diffusion-fundamentals.39.1260
NU,Richard M. Lueptow,2032380,Most Recent,Mobile-collector capture of particles in a chaotic flow,2025,0,https://www.semanticscholar.org/paper/7bb1edc534a8d719a5aa6922990c7dd96337dcec,https://doi.org/10.1371/journal.pone.0329766
NU,Richard M. Lueptow,2032380,Most Recent,Fine Particle Percolation Dynamics in Porous Media,2025,0,https://www.semanticscholar.org/paper/cfc2ddf41ce1a0c0482f4ffa5b0fd1b3d917cacc,https://www.semanticscholar.org/paper/cfc2ddf41ce1a0c0482f4ffa5b0fd1b3d917cacc
NU,Richard M. Lueptow,2032380,Most Recent,Lift and drag forces on a moving intruder in granular shear flow,2025,2,https://www.semanticscholar.org/paper/e170f8e180b1aa3bb5c1cb3cb2a02d3b0e72694a,https://doi.org/10.1017/jfm.2025.87
NU,Richard M. Lueptow,2032380,Most Recent,Granular segregation across flow geometries: a closure model for the particle segregation velocity,2024,0,https://www.semanticscholar.org/paper/01ea5dd365a3aef78eceae36b8ba1bd2cdac68be,https://doi.org/10.1017/jfm.2025.10360
NU,Richard M. Lueptow,2032380,Most Recent,Impacts of packed bed polydispersity and deformation on fine particle transport,2024,4,https://www.semanticscholar.org/paper/0355ee1984922d10deba369e6ef4dec211d14268,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aic.18499
NU,Richard M. Lueptow,2032380,Most Recent,"Erratum: Particle capture in a model chaotic flow [Phys. Rev. E 104, 064203 (2021)].",2024,0,https://www.semanticscholar.org/paper/08f16b764e2df865df585e6e2801475002c8ac97,https://doi.org/10.1103/physreve.110.039902
NU,Richard M. Lueptow,2032380,Most Recent,Positively‐Coated Nanofiltration Membranes for Lithium Recovery from Battery Leachates and Salt‐Lakes: Ion Transport Fundamentals and Module Performance,2024,29,https://www.semanticscholar.org/paper/48bf65c0e83de9cd01967b16984f29c546d5fd17,https://doi.org/10.1002/adfm.202408685
NU,Ryan L. Truby,5791508,Most Cited,"3D Bioprinting of Vascularized, Heterogeneous Cell‐Laden Tissue Constructs",2014,1821,https://www.semanticscholar.org/paper/13a1f455125ab104a7a9cca846a09931da2e80c2,https://doi.org/10.1002/adma.201305506
NU,Ryan L. Truby,5791508,Most Cited,"An integrated design and fabrication strategy for entirely soft, autonomous robots",2016,1808,https://www.semanticscholar.org/paper/6f25262935362870174bb1feeb37a8e1a3157109,https://doi.org/10.1038/nature19100
NU,Ryan L. Truby,5791508,Most Cited,Embedded 3D Printing of Strain Sensors within Highly Stretchable Elastomers,2014,1456,https://www.semanticscholar.org/paper/1b068f70592632081e0b4c1864c38c2b36591d20,https://doi.org/10.1002/adma.201400334
NU,Ryan L. Truby,5791508,Most Cited,Printing soft matter in three dimensions,2016,1323,https://www.semanticscholar.org/paper/afd4a55032a32583ad67c843602a73167aa93346,https://doi.org/10.1038/nature21003
NU,Ryan L. Truby,5791508,Most Cited,Biomanufacturing of organ-specific tissues with high cellular density and embedded vascular channels,2019,678,https://www.semanticscholar.org/paper/f390a0c248536f3e35ce688a754ee094b822ca76,https://www.science.org/doi/pdf/10.1126/sciadv.aaw2459?download=true
NU,Ryan L. Truby,5791508,Most Cited,3D Printing of Liquid Crystal Elastomeric Actuators with Spatially Programed Nematic Order,2018,600,https://www.semanticscholar.org/paper/0a057e973b28f303f86809eeecc47d99e2fff002,https://doi.org/10.1002/adma.201706164
NU,Ryan L. Truby,5791508,Most Cited,Soft Somatosensitive Actuators via Embedded 3D Printing,2018,515,https://www.semanticscholar.org/paper/937d247c1e55a965c23601478465b42f1b9c36be,https://escholarship.org/content/qt8v49d3rs/qt8v49d3rs.pdf?t=px94vs
NU,Ryan L. Truby,5791508,Most Cited,Shape-shifting structured lattices via multimaterial 4D printing,2019,312,https://www.semanticscholar.org/paper/a204403064c3fbc34ec7fc4983157eba6c36a7c4,https://www.pnas.org/content/pnas/116/42/20856.full.pdf
NU,Ryan L. Truby,5791508,Most Cited,Silver nanoplate contrast agents for in vivo molecular photoacoustic imaging.,2012,224,https://www.semanticscholar.org/paper/ae3f84736aba470c22775968f479b6072b470116,https://europepmc.org/articles/pmc3747830?pdf=render
